TIME Time when the event occurred
OUTPUT Text output caused by the event
EVENT The event
TYPE Type of the element or operation connected to the event
ELEMENT Screen element where the event occurred
CENTER Screen coordinates of the element center where the event occurred
PAGE Communication board where the event occurred
CONTEXT Message content before de event
$$$ End Header


20:26:21.747 "" SYSTEM_INFO START_LOGGING - - - "-"
20:26:25.403 "" WORD_PROCESSOR_CHANGE Untitled_-_Windows_Media_Encoder  -  - QwertyTeste ""
20:26:28.090 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste ""
20:26:28.090 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste ""
20:26:29.262 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_n 7.0.7 622.640 QwertyTeste ""
20:26:29.278 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste ""
20:26:32.075 "" WORD_PROCESSOR_CHANGE INTERNAL_WORD_PROCESSOR  -  - QwertyTeste ""
20:26:32.919 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_n 7.0.7 622.640 QwertyTeste ""
20:26:32.919 "" KEY_DOWN_N AUTO_KEY  -  - QwertyTeste ""
20:26:32.919 "N" CHAR_N CHAR  -  - QwertyTeste ""
20:26:34.512 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_CapsLock 8.0.1 101.687 QwertyTeste "N"
20:26:34.512 "" KEY_DOWN_CAPSLOCK AUTO_KEY  -  - QwertyTeste "N"
20:26:35.215 "" LEFT_MOUSE_DOWN_KEY TEXT_KEY_SELECTION_o 5.0.10 859.546 QwertyTeste "N"
20:26:35.215 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "N"
20:26:35.215 "o" CHAR_o CHAR  -  - QwertyTeste "N"
20:26:38.903 "" LEFT_MOUSE_DOWN_KEY PREDICTED_SENTENCE_SELECTION_0_No_osso. 2.0.1 290.290 QwertyTeste "No"
20:26:38.934 "" KEY_DOWN_BARRA_DE_ESPAÇOS AUTO_KEY  -  - QwertyTeste "No"
20:26:38.934 " " CHAR_ESPAÇO CHAR  -  - QwertyTeste "No"
20:26:38.934 "" NEW_WORD WORD_No  -  - QwertyTeste "No "
20:26:38.934 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "No "
20:26:38.934 "o" CHAR_o CHAR  -  - QwertyTeste "No "
20:26:38.950 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "No o"
20:26:38.950 "s" CHAR_s CHAR  -  - QwertyTeste "No o"
20:26:38.950 "" KEY_DOWN_S AUTO_KEY  -  - QwertyTeste "No os"
20:26:38.950 "s" CHAR_s CHAR  -  - QwertyTeste "No os"
20:26:38.950 "" KEY_DOWN_O AUTO_KEY  -  - QwertyTeste "No oss"
20:26:38.950 "o" CHAR_o CHAR  -  - QwertyTeste "No oss"
20:26:38.950 "" KEY_DOWN_. AUTO_KEY  -  - QwertyTeste "No osso"
